id,Gender,Age,City,Profession,Academic Pressure,Work Pressure,CGPA,Study Satisfaction,Job Satisfaction,Sleep Duration,Dietary Habits,Degree,Work/Study Hours,Financial Stress
125579,0,34,49,11,5,0,8,1,0,1,1,1,2,1
125584,0,28,48,11,4,0,5,2,0,3,0,0,0,1
125586,1,28,18,11,3,0,5,3,0,1,3,25,3,2
125587,0,34,21,11,4,0,5,1,0,2,3,7,12,2
125597,1,34,45,11,4,0,5,2,0,0,3,11,0,4
125605,0,24,1,11,1,0,6,3,0,3,3,7,12,2
125609,0,23,32,11,4,0,5,2,0,0,0,14,2,5
125621,1,23,37,11,1,0,7,3,0,2,1,25,4,5
125625,1,29,38,11,5,0,7,1,0,2,0,27,7,4
125627,1,19,18,11,2,0,9,5,0,2,1,11,10,2
125630,1,31,16,11,1,0,7,4,0,2,0,13,10,1
125632,0,23,39,11,4,0,5,1,0,3,0,27,10,5
125640,0,21,45,11,4,0,5,1,0,1,1,0,11,5
125647,1,19,40,11,3,0,6,5,0,0,0,11,5,5
125648,0,33,39,11,1,0,9,1,0,2,0,3,8,5
125650,1,27,44,11,1,0,9,4,0,2,1,0,10,1
125653,1,23,37,11,3,0,7,3,0,3,3,25,10,4
125655,1,23,8,11,3,0,5,2,0,2,1,4,10,1
125658,0,29,32,11,4,0,8,1,0,2,1,13,7,2
125662,0,31,25,11,1,0,9,4,0,0,3,17,6,4
125671,1,25,32,11,3,0,8,2,0,1,3,4,8,2
125678,1,25,17,11,4,0,9,1,0,2,3,3,11,2
125686,0,19,15,11,4,0,8,2,0,0,3,11,8,5
125688,1,20,45,11,3,0,9,1,0,3,1,11,7,4
125709,1,21,2,11,3,0,8,2,0,0,1,21,1,5
125712,0,27,16,11,4,0,7,5,0,1,1,16,12,4
125714,1,29,3,11,5,0,5,2,0,1,3,15,10,5
125720,1,19,9,11,5,0,9,4,0,3,3,11,8,2
125724,0,18,17,11,3,0,8,3,0,1,0,11,7,2
125730,1,24,50,11,5,0,5,4,0,2,0,7,11,4
125749,0,29,21,11,3,0,8,4,0,0,3,7,0,1
125755,1,33,25,11,1,0,7,3,0,2,3,24,10,2
125773,0,32,48,11,2,0,7,2,0,1,3,27,10,5
125774,1,23,6,11,2,0,9,4,0,0,3,25,10,3
125775,0,20,25,11,5,0,6,1,0,1,0,11,10,5
125780,1,21,1,11,4,0,7,4,0,3,3,5,12,4
125781,0,29,16,11,5,0,8,4,0,1,3,10,10,5
125789,1,28,51,11,3,0,8,3,0,0,0,10,10,2
125793,1,28,8,11,5,0,8,1,0,2,3,20,3,4
125794,1,27,14,11,5,0,9,4,0,2,0,3,0,2
125795,1,31,9,11,3,0,8,4,0,1,0,12,12,1
125796,0,34,17,11,4,0,8,3,0,2,0,13,7,1
125799,1,18,2,11,3,0,8,5,0,1,3,11,9,4
125801,1,30,29,11,3,0,6,3,0,2,3,3,7,5
125811,0,33,18,11,1,0,8,3,0,1,0,25,2,4
125820,0,20,3,11,4,0,8,3,0,2,0,11,4,2
125828,1,19,39,11,4,0,6,3,0,1,3,11,4,3
125841,0,19,1,11,3,0,8,1,0,2,1,11,8,3
125845,1,25,51,11,5,0,8,1,0,1,1,2,4,3
125848,1,34,29,11,4,0,7,5,0,2,1,1,5,5
125857,0,28,50,11,4,0,8,4,0,2,3,9,11,5
125859,1,21,5,11,1,0,8,2,0,0,3,1,10,4
125866,0,24,17,11,2,0,5,5,0,1,3,17,1,4
125867,0,31,17,11,3,0,5,4,0,2,1,2,9,4
125882,0,19,8,11,5,0,6,3,0,1,0,11,7,2
125888,1,19,21,11,4,0,9,3,0,2,0,11,8,1
125890,1,20,33,11,3,0,7,4,0,3,3,11,10,4
125901,1,24,40,11,3,0,6,4,0,2,1,7,7,3
125913,0,28,24,11,3,0,5,4,0,1,0,20,8,3
125917,0,31,15,11,4,0,5,3,0,1,0,12,12,2
125925,1,25,48,11,3,0,6,2,0,1,1,0,9,1
125928,0,28,40,11,5,0,9,1,0,2,0,27,12,4
125937,1,21,25,11,5,0,5,5,0,2,1,11,5,5
125939,1,23,39,11,4,0,7,5,0,2,1,13,12,2
125943,1,21,11,11,5,0,9,3,0,0,3,17,10,5
125944,0,25,6,11,2,0,8,4,0,1,3,0,10,4
125954,0,19,50,11,2,0,5,3,0,2,0,11,0,5
125965,0,31,15,11,5,0,8,4,0,0,3,22,11,4
125966,0,18,15,11,4,0,6,2,0,1,1,11,3,5
125968,0,23,8,11,4,0,5,2,0,1,1,1,10,3
125977,0,33,51,11,1,0,9,3,0,3,1,17,9,1
125978,0,22,15,11,5,0,6,1,0,0,1,25,6,5
125984,0,30,44,11,5,0,7,2,0,0,0,2,9,5
125998,1,31,16,11,2,0,6,2,0,1,3,13,3,1
126003,0,28,16,11,5,0,8,3,0,3,0,2,8,1
126009,1,21,18,11,3,0,5,4,0,1,3,7,10,3
126011,1,20,15,11,5,0,8,1,0,0,3,17,7,5
126016,1,28,51,11,2,0,7,4,0,2,1,15,10,4
126018,1,33,21,11,2,0,8,5,0,2,1,1,7,2
126020,0,27,1,11,3,0,6,2,0,1,3,19,0,4
126022,0,20,32,11,2,0,8,4,0,1,0,11,12,2
126025,1,18,46,11,4,0,8,4,0,2,1,11,10,1
126026,0,18,25,11,3,0,9,2,0,0,1,11,10,5
126027,1,23,39,11,3,0,5,5,0,0,3,7,12,3
126040,0,34,24,11,5,0,5,1,0,2,3,2,10,5
126047,1,19,51,11,3,0,5,1,0,2,1,11,12,5
126048,1,28,3,11,5,0,7,1,0,3,0,19,7,1
126064,1,28,49,11,2,0,5,3,0,1,3,0,2,4
126066,1,26,38,11,5,0,5,3,0,3,3,4,8,3
126076,0,25,1,11,2,0,6,4,0,2,3,21,10,4
126079,1,28,29,11,5,0,7,4,0,1,0,19,6,3
126086,1,31,9,11,3,0,6,3,0,0,3,17,12,4
126099,0,30,29,11,5,0,9,5,0,3,1,24,10,3
126100,0,26,8,11,4,0,5,3,0,1,0,7,10,3
126102,1,32,49,11,3,0,8,3,0,1,1,4,1,4
126104,1,24,11,11,2,0,8,4,0,3,0,0,6,5
126119,0,19,40,11,3,0,8,2,0,1,1,11,0,5
126120,0,20,25,11,3,0,5,4,0,1,1,11,9,2
126130,0,19,16,11,3,0,5,3,0,1,0,11,10,3
126137,0,30,48,11,3,0,7,4,0,3,3,5,9,5
126139,0,21,1,11,1,0,8,2,0,2,3,0,0,1
126140,0,32,16,11,4,0,6,4,0,0,0,2,9,1
126143,0,34,37,11,3,0,5,3,0,2,3,1,3,3
126155,0,18,39,11,5,0,7,1,0,0,1,11,5,5
126160,1,33,44,11,1,0,5,3,0,2,1,2,8,2
126162,0,30,33,11,5,0,7,1,0,2,3,22,3,3
126163,0,28,51,11,4,0,5,1,0,2,0,17,2,5
126164,1,29,14,11,3,0,5,4,0,3,3,8,6,5
126168,1,26,38,11,4,0,6,4,0,0,3,14,10,3
126170,1,34,9,11,2,0,6,5,0,2,3,5,11,2
126172,1,22,21,11,1,0,7,3,0,2,0,0,1,1
126174,1,29,17,11,2,0,9,3,0,2,3,15,1,5
126191,1,30,5,11,2,0,9,4,0,3,3,21,1,2
126193,0,20,50,11,4,0,5,5,0,3,1,11,4,2
126196,1,21,37,11,4,0,9,3,0,1,0,15,6,2
126197,0,30,24,11,1,0,9,2,0,0,3,2,2,1
126206,0,26,1,11,3,0,8,3,0,0,3,22,11,5
126211,1,20,32,11,4,0,5,1,0,1,3,11,9,1
126219,1,23,1,11,2,0,5,3,0,1,0,8,9,5
126224,1,27,38,11,4,0,9,1,0,3,3,7,6,4
126225,0,21,17,11,3,0,7,1,0,2,3,8,1,4
126228,1,20,33,11,4,0,6,2,0,2,1,11,1,4
126232,1,21,39,11,3,0,8,4,0,2,0,25,10,3
126233,0,31,29,11,3,0,9,3,0,1,1,15,6,4
126236,1,31,1,11,2,0,5,4,0,1,1,5,2,3
126249,0,22,5,11,1,0,5,2,0,3,0,17,11,1
126253,1,21,17,11,5,0,8,1,0,1,3,0,8,2
126254,1,24,15,11,3,0,8,5,0,2,3,7,10,5
126261,0,26,6,11,4,0,6,3,0,1,0,25,4,1
126268,1,26,46,11,5,0,8,5,0,2,1,7,10,2
126283,1,33,44,11,1,0,9,5,0,2,3,13,4,1
126284,1,18,50,11,1,0,5,4,0,2,1,11,9,2
126294,0,18,2,11,4,0,5,4,0,0,0,11,8,3
126295,0,25,25,11,5,0,5,1,0,1,1,10,9,5
126296,0,29,46,11,4,0,7,2,0,1,3,12,4,5
126308,1,34,38,11,3,0,9,4,0,2,3,3,1,5
126310,1,24,17,11,1,0,7,3,0,0,3,10,1,1
126328,0,18,29,11,5,0,8,4,0,3,1,11,11,5
126330,0,22,3,11,3,0,6,2,0,2,3,6,7,5
126338,1,25,46,11,1,0,7,1,0,2,0,24,5,5
126340,1,32,17,11,3,0,8,5,0,1,3,10,11,4
126343,0,34,38,11,5,0,5,2,0,2,1,11,9,5
126347,1,25,14,11,3,0,8,4,0,3,3,15,11,1
126353,1,25,38,11,3,0,8,1,0,1,3,2,3,5
126369,0,19,25,11,3,0,8,1,0,2,3,11,10,4
126374,1,23,3,11,5,0,7,3,0,0,1,6,6,3
126377,0,20,38,11,4,0,5,3,0,2,1,11,8,5
126391,0,30,46,11,5,0,5,2,0,2,3,1,6,5
126398,1,24,17,11,5,0,7,1,0,2,1,1,7,4
126400,0,24,14,11,4,0,9,4,0,0,0,5,10,4
126410,1,22,49,11,1,0,5,2,0,3,1,14,4,3
126411,1,22,33,11,2,0,6,4,0,2,0,2,11,3
126436,1,25,8,11,2,0,9,3,0,2,1,19,8,4
126437,0,23,11,11,5,0,6,4,0,1,1,4,9,4
126439,0,23,46,11,2,0,6,3,0,1,0,1,5,5
126445,0,22,24,11,2,0,5,2,0,3,3,1,0,2
126451,1,26,51,11,3,0,9,4,0,0,3,25,3,1
126457,0,32,11,11,5,0,5,4,0,2,1,0,7,1
126459,1,34,39,11,3,0,7,1,0,2,1,27,9,5
126465,0,34,3,11,1,0,5,3,0,3,0,14,7,4
126470,1,26,50,11,3,0,6,2,0,1,3,0,11,2
126474,0,28,48,11,4,0,5,3,0,3,0,0,10,4
126477,0,28,16,11,4,0,9,5,0,2,3,27,3,1
126479,0,20,15,11,3,0,8,3,0,0,0,11,11,3
126485,1,20,3,11,3,0,9,2,0,0,0,11,2,4
126486,1,18,5,11,5,0,9,5,0,2,3,11,4,4
126487,0,19,21,11,5,0,7,2,0,2,1,11,10,4
126495,1,25,40,11,2,0,6,3,0,2,1,0,6,4
126510,0,24,1,11,1,0,5,2,0,3,3,20,7,2
126525,1,21,5,11,3,0,8,1,0,1,1,11,10,1
126526,0,24,16,11,1,0,9,4,0,0,0,1,11,5
126528,1,30,8,11,4,0,8,2,0,3,1,17,4,5
126539,1,31,46,11,3,0,7,1,0,0,1,3,0,3
126540,0,28,17,11,4,0,8,5,0,0,3,19,12,4
126546,1,27,37,11,5,0,8,2,0,3,3,10,12,2
126547,0,24,32,11,4,0,9,4,0,2,0,21,7,4
126549,1,31,11,11,5,0,5,5,0,2,1,16,10,2
126555,0,30,24,11,5,0,6,3,0,1,3,11,8,3
126569,0,27,18,11,2,0,6,4,0,3,1,4,8,2
126571,1,31,24,11,1,0,8,1,0,1,0,20,6,2
126573,0,25,50,11,2,0,9,4,0,0,0,9,1,2
126576,0,21,11,11,4,0,5,5,0,2,3,0,11,3
126582,0,28,3,11,5,0,5,1,0,2,1,22,4,2
126588,1,24,14,11,1,0,5,2,0,0,1,22,4,1
126589,1,27,33,11,3,0,7,5,0,2,3,25,10,3
126598,0,24,49,11,5,0,7,1,0,2,3,0,8,5
126604,0,28,17,11,2,0,6,4,0,0,1,4,11,4
126605,0,19,5,11,3,0,8,5,0,1,1,11,5,5
126613,0,26,51,11,4,0,8,4,0,2,3,3,9,1
126614,0,29,21,11,3,0,6,1,0,2,0,15,8,1
126615,1,33,46,11,1,0,7,4,0,0,3,16,0,3
126616,0,25,44,11,1,0,9,2,0,0,1,9,12,5
126618,1,31,44,11,5,0,8,4,0,0,1,23,6,1
126620,0,30,24,11,2,0,9,5,0,0,3,18,10,5
126626,0,20,49,11,1,0,9,4,0,3,0,10,10,5
126629,1,32,25,11,5,0,9,1,0,0,3,7,10,2
126634,0,30,24,11,5,0,9,3,0,1,3,2,0,4
126637,1,31,38,11,1,0,7,5,0,0,3,20,7,1
126640,1,29,36,11,1,0,6,2,0,0,3,25,0,2
126649,0,19,2,11,4,0,7,4,0,1,3,11,10,1
126666,1,27,5,11,3,0,5,2,0,0,0,8,9,5
126667,1,21,49,11,5,0,7,4,0,0,1,11,4,2
126668,0,25,17,11,3,0,5,3,0,3,3,7,11,4
126671,1,20,2,11,4,0,8,2,0,0,3,11,10,4
126674,1,21,17,11,4,0,9,1,0,3,3,1,11,3
126677,1,27,21,11,2,0,6,4,0,3,0,8,10,2
126679,1,24,32,11,1,0,5,4,0,1,3,4,12,5
126690,1,33,15,11,5,0,9,1,0,3,0,10,7,3
126693,0,18,46,11,5,0,5,5,0,0,3,11,7,2
126696,1,32,2,11,2,0,5,3,0,1,1,4,12,4
126698,1,24,40,11,5,0,9,4,0,2,0,0,9,1
126699,1,24,29,11,1,0,9,1,0,1,0,5,1,3
126701,0,20,33,11,5,0,9,2,0,1,3,11,8,3
126706,0,28,50,11,3,0,7,5,0,1,0,15,10,2
126711,0,18,24,11,5,0,9,4,0,2,1,11,12,3
126714,1,25,14,11,3,0,8,1,0,3,1,27,3,5
126724,0,28,44,11,5,0,9,4,0,2,3,2,2,5
126737,0,22,39,11,4,0,5,2,0,2,0,21,9,5
126746,0,18,5,11,3,0,8,5,0,1,0,11,1,3
126752,0,27,19,11,2,0,8,4,0,2,3,20,7,5
126755,0,22,38,11,2,0,8,4,0,2,3,1,4,4
126756,1,25,14,11,2,0,8,2,0,0,1,0,11,5
126760,1,31,45,11,5,0,5,2,0,0,0,2,12,1
126762,1,34,51,11,1,0,7,2,0,3,1,15,0,1
126765,1,27,44,11,2,0,9,3,0,2,3,3,5,3
126768,1,20,3,11,3,0,8,1,0,2,1,11,7,5
126777,0,30,6,11,3,0,5,3,0,0,1,7,12,1
126778,1,28,5,11,3,0,7,4,0,0,0,20,9,2
126781,1,25,3,11,3,0,6,4,0,2,0,4,6,3
126783,1,24,50,11,1,0,8,4,0,3,3,6,4,2
126784,1,29,14,11,5,0,9,1,0,1,0,2,12,2
126788,0,31,9,11,3,0,9,1,0,0,1,18,12,1
126791,0,25,14,11,5,0,8,2,0,2,3,15,9,5
126799,0,33,18,11,2,0,5,3,0,0,3,1,2,1
126800,1,26,1,11,3,0,7,4,0,1,1,3,12,1
126803,1,21,17,11,1,0,9,3,0,3,1,0,10,1
126805,0,34,18,11,3,0,10,4,0,0,0,7,3,1
126806,0,28,45,11,5,0,8,1,0,3,3,15,7,3
126809,0,28,5,11,3,0,8,4,0,2,0,18,9,5
126811,1,26,29,11,3,0,8,2,0,3,1,3,11,4
126814,0,25,24,11,3,0,9,2,0,2,0,10,9,1
126820,1,30,8,11,5,0,7,3,0,2,1,15,2,5
126829,1,28,17,11,5,0,8,1,0,1,0,7,5,5
126832,0,23,45,11,4,0,9,3,0,1,3,17,12,5
126838,1,28,46,11,2,0,7,5,0,2,1,22,10,4
126846,0,19,44,11,3,0,8,1,0,1,3,11,6,4
126847,1,22,46,11,4,0,9,2,0,1,1,6,2,4
126866,0,18,2,11,2,0,6,3,0,0,3,11,7,4
126868,1,24,1,11,1,0,8,4,0,3,0,0,1,2
126870,0,23,8,11,4,0,8,3,0,0,3,4,10,3
126876,0,25,17,11,3,0,9,1,0,0,0,2,0,4
126879,0,33,38,11,4,0,8,4,0,2,1,3,0,4
126880,0,22,18,11,5,0,8,1,0,1,1,1,4,3
126894,0,24,21,11,2,0,10,5,0,2,1,2,8,2
126898,0,21,29,11,3,0,6,1,0,1,1,0,8,4
126910,1,26,6,11,5,0,6,1,0,2,1,7,12,3
126915,0,30,33,11,2,0,7,5,0,2,1,14,6,2
126925,1,29,32,11,1,0,6,4,0,1,3,13,11,2
126926,1,24,18,11,3,0,7,2,0,2,3,27,0,3
126940,0,29,17,11,3,0,5,2,0,2,0,14,4,4
126941,0,26,48,11,3,0,5,4,0,2,1,0,4,2
126944,0,32,25,11,3,0,5,4,0,3,0,6,1,1
126949,1,18,1,11,4,0,5,1,0,3,3,11,11,2
126950,0,23,3,11,1,0,6,3,0,3,1,7,7,2
126954,1,33,29,11,1,0,6,5,0,3,0,17,7,2
126958,1,31,18,11,2,0,5,5,0,1,1,15,11,4
126961,1,19,2,11,4,0,6,1,0,1,3,11,8,3
126970,0,48,40,11,3,0,5,4,0,1,3,11,1,4
126971,1,24,21,11,4,0,9,2,0,0,3,1,8,1
126972,0,30,8,11,4,0,9,1,0,4,3,1,1,2
126983,1,26,21,11,1,0,8,3,0,3,3,7,9,4
126992,0,31,33,11,5,0,7,1,0,2,3,13,10,4
127000,1,26,14,11,2,0,9,5,0,1,0,6,0,1
127002,0,27,50,11,4,0,6,5,0,2,3,25,2,3
127005,1,22,1,11,3,0,9,4,0,1,3,19,1,4
127017,0,34,44,11,5,0,6,2,0,3,1,1,10,2
127023,0,28,46,11,5,0,8,2,0,1,3,15,3,3
127024,0,34,50,11,3,0,6,1,0,0,0,2,10,2
127029,1,30,2,11,2,0,9,3,0,2,1,27,0,1
127042,1,30,49,11,1,0,8,4,0,2,0,2,3,5
127044,1,31,24,11,3,0,7,2,0,0,3,17,3,5
127048,1,32,17,11,3,0,6,3,0,1,0,22,6,3
127062,0,22,51,11,5,0,5,2,0,0,1,21,3,5
127064,0,29,1,11,5,0,8,5,0,2,1,7,11,4
127070,1,32,29,10,4,0,8,1,0,1,3,20,2,5
127078,0,18,8,11,5,0,6,5,0,2,3,11,8,4
127084,1,30,16,11,4,0,9,5,0,1,3,15,11,4
127090,0,30,24,11,5,0,8,2,0,2,3,1,6,4
127091,0,34,29,11,3,0,9,1,0,1,1,1,8,3
127100,0,25,48,11,5,0,6,1,0,2,0,0,2,5
127101,1,18,49,11,1,0,9,3,0,3,0,11,6,3
127104,0,34,50,11,5,0,7,2,0,2,0,1,2,5
127109,0,20,33,11,5,0,9,4,0,2,0,7,9,2
127114,0,25,24,11,1,0,8,4,0,0,3,4,7,5
127122,0,23,18,11,5,0,7,2,0,1,3,1,10,3
127123,1,29,51,11,3,0,8,4,0,1,1,16,1,1
127129,1,23,1,11,1,0,6,1,0,2,1,25,12,5
127132,1,30,1,11,5,0,9,4,0,3,1,2,0,1
127139,1,33,44,11,3,0,8,5,0,3,0,15,4,1
127145,0,20,2,11,5,0,9,1,0,1,0,11,6,3
127148,1,23,5,11,1,0,9,4,0,0,1,17,12,5
127153,1,22,46,11,1,0,9,4,0,3,1,25,0,1
127161,1,33,6,11,5,0,7,3,0,0,3,2,11,4
127163,1,29,11,11,2,0,5,3,0,0,0,19,9,4
127166,1,19,50,11,2,0,8,5,0,3,1,11,11,2
127167,0,18,44,11,5,0,5,4,0,2,3,11,1,5
127169,1,20,21,11,4,0,8,3,0,2,0,11,8,1
127170,0,27,50,11,5,0,8,4,0,3,3,3,8,4
127172,0,31,14,11,1,0,7,1,0,0,0,15,8,1
127173,1,27,17,11,1,0,9,1,0,1,1,5,3,5
127186,1,33,38,11,5,0,6,3,0,2,3,12,10,5
127189,1,32,18,11,4,0,9,3,0,0,0,4,10,3
127206,0,25,1,11,3,0,8,4,0,3,1,3,0,4
127209,1,33,21,11,1,0,7,4,0,0,1,25,12,3
127212,0,24,46,11,1,0,5,2,0,2,1,17,5,3
127216,1,18,2,11,3,0,5,4,0,2,1,11,7,4
127236,0,31,51,11,3,0,5,1,0,1,1,21,10,3
127248,0,28,50,11,5,0,8,1,0,2,0,0,12,3
127254,0,19,17,11,4,0,5,1,0,3,0,11,7,5
127257,0,27,50,11,1,0,7,3,0,1,3,6,0,3
127262,0,30,17,11,1,0,7,3,0,0,1,2,0,1
127265,1,22,11,11,3,0,8,4,0,2,1,9,4,5
127269,0,29,50,11,3,0,6,2,0,2,1,4,12,5
127270,1,33,14,11,3,0,8,3,0,2,3,17,10,5
127278,0,24,9,11,2,0,9,4,0,3,0,27,1,4
127280,1,26,51,11,5,0,8,4,0,0,3,21,10,4
127282,1,32,39,11,3,0,7,4,0,2,3,22,12,5
127283,1,30,50,11,3,0,9,5,0,1,1,9,0,5
127293,0,20,45,11,3,0,8,4,0,3,1,11,12,2
127298,0,18,46,11,5,0,8,2,0,0,3,11,2,5
127309,0,25,38,11,5,0,10,3,0,0,0,13,3,4
127323,0,20,11,11,2,0,9,3,0,3,3,11,2,5
127327,0,25,51,11,3,0,8,1,0,1,0,17,1,4
127329,1,27,8,11,5,0,5,1,0,0,1,9,8,1
127340,0,28,11,11,4,0,6,4,0,0,3,0,11,5
127346,1,23,18,11,4,0,6,2,0,0,3,2,2,2
127353,0,33,1,11,5,0,5,5,0,0,0,6,10,4
127360,1,24,50,11,4,0,7,4,0,0,0,0,10,2
127365,0,24,11,11,2,0,6,2,0,2,0,0,8,5
127367,0,18,9,11,3,0,7,4,0,3,3,11,1,2
127381,0,32,40,11,4,0,6,4,0,2,3,7,0,4
127393,1,19,1,11,5,0,7,5,0,2,3,11,12,4
127394,0,32,8,11,2,0,5,5,0,2,0,18,3,5
127395,1,25,39,11,1,0,8,4,0,0,1,21,10,1
127398,0,29,50,11,3,0,7,3,0,0,1,23,10,2
127399,0,28,49,11,4,0,6,2,0,1,0,7,0,3
127402,0,22,29,11,5,0,6,5,0,1,0,1,2,4
127404,1,30,2,11,4,0,7,3,0,2,3,22,12,4
127405,0,20,46,11,3,0,5,5,0,2,1,11,10,5
127412,1,29,18,11,4,0,8,4,0,1,3,14,10,5
127413,0,33,5,11,3,0,7,4,0,1,0,2,12,1
127419,1,23,24,11,5,0,8,5,0,2,1,7,10,5
127420,1,24,51,11,3,0,9,4,0,3,1,1,11,5
127422,0,22,40,11,1,0,7,4,0,3,3,6,11,5
127442,1,26,32,11,5,0,5,5,0,2,0,13,4,1
127448,1,28,32,11,3,0,9,2,0,2,1,1,9,3
127456,0,27,29,11,5,0,8,2,0,1,0,4,6,4
127457,1,30,9,11,3,0,9,1,0,1,3,3,10,5
127459,0,20,32,11,3,0,7,4,0,3,3,11,7,2
127460,1,34,25,11,2,0,9,3,0,0,0,9,8,4
127462,0,19,50,11,5,0,5,2,0,1,3,11,6,5
127464,0,23,48,11,1,0,5,4,0,0,3,10,2,1
127477,0,31,3,11,1,0,9,3,0,1,1,1,9,3
127489,1,27,25,11,3,0,6,5,0,2,0,1,9,5
127491,1,23,1,11,1,0,9,2,0,1,0,4,10,3
127492,0,19,51,11,3,0,5,1,0,1,0,11,11,4
127493,0,26,14,11,4,0,7,3,0,2,0,21,6,2
127499,1,32,1,11,4,0,6,5,0,1,1,21,10,3
127500,0,33,6,11,1,0,5,4,0,3,3,24,0,3
127510,1,22,2,11,3,0,9,2,0,2,0,7,12,3
127513,1,22,6,11,1,0,9,1,0,2,3,7,10,5
127519,1,18,45,11,3,0,9,2,0,2,0,11,2,1
127527,0,31,11,11,3,0,7,3,0,3,1,27,7,4
127531,0,23,25,11,1,0,7,5,0,0,1,10,8,1
127539,1,19,3,11,3,0,9,5,0,3,3,11,4,5
127540,1,18,15,11,4,0,9,2,0,0,3,11,2,5
127544,1,20,8,11,4,0,6,2,0,3,0,11,2,2
127553,0,25,51,11,1,0,7,5,0,0,3,19,12,4
127555,0,19,5,11,3,0,8,4,0,1,1,11,11,2
127560,1,25,32,11,1,0,8,3,0,0,3,2,1,2
127563,1,23,1,11,1,0,6,1,0,3,0,4,6,3
127566,0,33,29,11,4,0,9,2,0,1,3,2,2,1
127572,0,22,45,11,5,0,5,5,0,1,3,2,11,1
127574,1,26,17,11,5,0,9,4,0,3,3,17,11,4
127576,1,27,25,11,3,0,8,2,0,3,1,8,10,1
127591,0,27,40,11,3,0,5,4,0,0,1,2,6,4
127592,0,32,25,11,5,0,5,3,0,2,0,20,10,3
127593,0,26,46,11,5,0,7,4,0,3,3,6,11,5
127594,1,29,8,11,4,0,9,5,0,0,0,25,1,1
127596,0,29,29,11,3,0,8,2,0,1,3,15,6,5
127603,1,20,5,11,3,0,8,1,0,3,1,11,3,4
127605,1,19,11,11,1,0,9,1,0,2,1,11,9,5
127610,0,21,8,11,5,0,8,4,0,3,0,8,3,3
127614,0,25,16,11,5,0,6,2,0,1,3,4,0,5
127619,1,34,45,11,3,0,8,2,0,0,3,7,12,2
127621,1,22,51,11,3,0,5,1,0,3,3,21,8,5
127629,0,19,17,11,4,0,9,5,0,3,1,11,11,5
127630,1,28,11,11,3,0,7,3,0,2,0,23,0,1
127634,0,28,44,11,4,0,7,2,0,2,1,7,10,5
127635,1,21,46,11,1,0,7,1,0,3,1,2,1,2
127637,0,25,8,0,5,0,8,3,0,3,0,0,5,5
127638,0,30,45,11,3,0,7,4,0,0,0,12,12,5
127641,1,29,15,11,4,0,10,4,0,2,3,7,11,2
127646,0,21,15,11,5,0,7,4,0,1,3,1,4,4
127651,1,34,14,11,2,0,8,4,0,2,1,17,11,1
127658,0,31,14,11,3,0,5,4,0,1,1,13,12,1
127659,0,25,24,11,4,0,8,2,0,0,0,2,12,2
127661,1,23,25,11,5,0,8,4,0,2,3,2,10,5
127662,0,33,17,11,3,0,8,3,0,3,1,15,0,1
127664,0,20,24,11,2,0,5,5,0,1,1,11,1,1
127691,1,30,1,11,2,0,9,5,0,0,0,2,11,1
127693,1,23,29,11,5,0,8,4,0,0,3,4,0,2
127697,1,28,38,11,5,0,6,2,0,2,3,4,10,1
127698,0,31,44,11,4,0,8,3,0,0,3,9,8,3
127700,1,34,9,11,4,0,7,5,0,1,3,17,8,3
127709,1,21,33,11,2,0,5,3,0,1,1,11,12,4
127712,1,29,21,11,5,0,9,2,0,3,3,13,1,1
127722,1,29,6,11,3,0,8,1,0,0,0,19,10,4
127728,0,20,14,11,3,0,6,5,0,3,1,11,2,4
127731,0,28,50,11,5,0,6,4,0,1,1,1,10,2
127735,1,33,45,11,3,0,7,2,0,1,3,21,12,5
127739,1,30,9,11,3,0,8,2,0,1,3,24,11,4
127741,0,24,45,11,5,0,9,4,0,1,3,3,7,3
127742,0,33,33,11,2,0,6,1,0,3,1,9,9,3
127744,1,34,24,11,2,0,9,2,0,0,0,1,3,1
127746,0,20,21,11,5,0,5,1,0,2,0,11,2,1
127752,0,20,40,11,5,0,5,2,0,1,1,11,9,5
127755,0,30,38,11,5,0,8,2,0,1,0,25,5,3
127756,0,32,44,11,5,0,5,1,0,3,0,17,10,5
127762,0,20,6,11,4,0,6,1,0,3,0,11,8,4
127771,0,20,24,11,1,0,9,2,0,1,3,11,6,4
127775,1,29,38,11,1,0,8,2,0,0,0,14,11,3
127780,1,24,5,11,2,0,6,1,0,2,1,25,6,3
127783,1,33,38,11,2,0,7,4,0,2,0,15,1,1
127785,0,32,45,11,2,0,5,1,0,1,0,20,2,1
127791,1,34,45,11,1,0,6,4,0,1,0,3,10,4
127792,1,20,2,11,4,0,8,2,0,3,3,11,9,2
127796,1,34,5,11,1,0,5,5,0,0,1,17,8,1
127797,0,34,3,11,3,0,6,2,0,1,3,22,9,2
127807,1,25,37,11,1,0,9,1,0,0,3,22,10,2
127808,0,28,38,11,5,0,5,3,0,1,3,15,7,3
127811,1,29,25,11,4,0,8,2,0,3,1,0,0,4
127814,1,19,25,11,1,0,7,5,0,3,0,11,0,3
127831,1,27,18,11,4,0,7,1,0,1,3,12,0,5
127836,0,20,32,11,4,0,5,5,0,2,0,11,6,5
127841,1,18,50,11,3,0,7,5,0,3,3,11,2,2
127842,1,33,45,11,2,0,5,5,0,1,1,12,8,5
127852,1,21,32,11,2,0,5,2,0,3,3,21,6,3
